,HorarioH,VelocidadeMaxima,Horário,Gênero,Região,Idade,Ano,Mes,TipoBatida
7325,8,70,520,Male,Major Cities of Australia,28,2015,7,2
7328,14,80,870,Male,Inner Regional Australia,28,2015,7,2
7330,16,80,960,Male,Inner Regional Australia,31,2015,7,1
7331,7,60,445,Male,Inner Regional Australia,57,2015,7,1
7332,11,100,660,Male,Outer Regional Australia,57,2015,7,1
7333,6,70,380,Male,Outer Regional Australia,50,2015,7,2
7334,12,110,760,Male,Inner Regional Australia,49,2015,7,2
7335,17,80,1020,Female,Very Remote Australia,53,2015,7,2
7337,14,100,850,Male,Outer Regional Australia,78,2015,7,2
7338,9,80,560,Female,Inner Regional Australia,87,2015,7,1
7339,15,100,900,Male,Inner Regional Australia,93,2015,7,1
7341,17,60,1020,Female,Outer Regional Australia,86,2015,7,1
7342,15,100,930,Male,Outer Regional Australia,76,2015,7,1
7343,1,100,100,Male,Inner Regional Australia,37,2015,7,1
7345,7,100,435,Male,Inner Regional Australia,8,2015,7,1
7346,17,110,1020,Female,Inner Regional Australia,23,2015,7,1
7348,14,100,865,Male,Inner Regional Australia,18,2015,7,2
7350,8,100,535,Male,Inner Regional Australia,27,2015,7,2
7351,15,80,922,Male,Major Cities of Australia,30,2015,7,2
7352,7,100,420,Male,Outer Regional Australia,36,2015,7,1
7356,8,70,520,Female,Outer Regional Australia,32,2015,7,2
7357,9,100,568,Female,Inner Regional Australia,60,2015,7,2
7358,12,80,753,Male,Inner Regional Australia,48,2015,7,2
7359,9,100,595,Female,Inner Regional Australia,41,2015,7,1
7360,13,60,810,Male,Major Cities of Australia,45,2015,7,2
7361,15,100,955,Male,Inner Regional Australia,42,2015,7,1
7362,8,50,525,Male,Inner Regional Australia,44,2015,7,1
7363,9,100,565,Female,Remote Australia,47,2015,7,1
7364,15,80,914,Male,Major Cities of Australia,42,2015,7,2
7366,15,60,935,Male,Inner Regional Australia,46,2015,7,2
7367,8,70,520,Male,Outer Regional Australia,40,2015,7,2
7368,14,100,885,Female,Inner Regional Australia,55,2015,7,2
7369,18,80,1125,Male,Major Cities of Australia,46,2015,7,1
7370,16,100,1015,Male,Outer Regional Australia,73,2015,7,1
7371,15,100,930,Female,Outer Regional Australia,74,2015,7,1
7372,13,70,800,Female,Major Cities of Australia,73,2015,7,1
7373,16,100,960,Male,Remote Australia,74,2015,7,1
7374,9,110,560,Female,Outer Regional Australia,23,2015,7,1
7376,15,60,935,Male,Inner Regional Australia,65,2015,7,2
7379,18,50,1109,Female,Major Cities of Australia,74,2015,7,1
7380,23,70,1438,Male,Major Cities of Australia,47,2015,7,1
7381,18,60,1081,Female,Major Cities of Australia,69,2015,7,1
7382,4,60,280,Male,Remote Australia,35,2015,7,1
7383,18,110,1089,Female,Inner Regional Australia,61,2015,7,1
7384,17,50,1064,Male,Major Cities of Australia,76,2015,7,1
7385,20,50,1214,Female,Major Cities of Australia,74,2015,7,2
7386,17,110,1045,Male,Major Cities of Australia,39,2015,7,1
7387,15,50,947,Male,Inner Regional Australia,87,2015,7,2
7388,13,40,820,Male,Inner Regional Australia,55,2015,7,2
7389,22,110,1364,Male,Outer Regional Australia,30,2015,7,2
7390,5,80,345,Male,Inner Regional Australia,27,2015,7,1
7391,22,100,1345,Female,Major Cities of Australia,49,2015,7,1
7392,21,100,1270,Male,Inner Regional Australia,75,2015,7,2
7396,18,100,1115,Female,Outer Regional Australia,23,2015,6,2
7397,2,50,160,Male,Inner Regional Australia,18,2015,6,1
7399,22,80,1335,Female,Inner Regional Australia,18,2015,6,2
7400,2,110,154,Male,Inner Regional Australia,19,2015,6,1
7401,0,50,9,Male,Major Cities of Australia,28,2015,6,1
7402,2,130,126,Male,Very Remote Australia,35,2015,6,1
7403,19,100,1170,Male,Inner Regional Australia,28,2015,6,1
7404,0,110,25,Male,Outer Regional Australia,38,2015,6,2
7405,21,60,1305,Male,Major Cities of Australia,55,2015,6,2
7407,3,50,210,Male,Major Cities of Australia,41,2015,6,1
7408,5,80,300,Male,Major Cities of Australia,24,2015,6,1
7409,21,100,1305,Female,Outer Regional Australia,27,2015,6,1
7411,18,60,1099,Male,Major Cities of Australia,33,2015,6,2
7412,18,110,1100,Female,Inner Regional Australia,61,2015,6,2
7413,18,100,1100,Female,Remote Australia,44,2015,6,1
7414,12,60,748,Male,Major Cities of Australia,89,2015,6,2
7416,17,80,1060,Male,Inner Regional Australia,18,2015,6,2
7417,10,110,630,Male,Very Remote Australia,26,2015,6,1
7418,6,90,390,Male,Major Cities of Australia,51,2015,6,2
7420,11,100,690,Female,Outer Regional Australia,71,2015,6,2
7421,11,100,690,Male,Outer Regional Australia,72,2015,6,2
7422,9,110,550,Male,Outer Regional Australia,4,2015,6,1
7424,10,80,600,Male,Major Cities of Australia,77,2015,6,2
7425,16,60,966,Male,Major Cities of Australia,93,2015,6,2
7427,16,100,995,Male,Inner Regional Australia,76,2015,6,2
7428,15,90,928,Male,Inner Regional Australia,79,2015,6,2
7429,11,50,660,Male,Major Cities of Australia,87,2015,6,2
7430,16,100,980,Male,Inner Regional Australia,16,2015,6,2
7432,17,50,1040,Female,Major Cities of Australia,16,2015,6,1
7433,11,100,673,Male,Outer Regional Australia,13,2015,6,2
7435,12,70,726,Male,Outer Regional Australia,20,2015,6,1
7436,12,70,726,Male,Outer Regional Australia,20,2015,6,1
7437,12,60,725,Male,Major Cities of Australia,17,2015,6,2
7438,17,50,1040,Male,Major Cities of Australia,18,2015,6,1
7440,12,60,720,Male,Major Cities of Australia,17,2015,6,2
7441,6,100,390,Male,Inner Regional Australia,22,2015,6,1
7442,17,50,1040,Female,Major Cities of Australia,17,2015,6,1
7443,13,80,795,Male,Major Cities of Australia,31,2015,6,2
7444,15,100,922,Male,Inner Regional Australia,27,2015,6,2
7445,8,60,520,Male,Major Cities of Australia,27,2015,6,2
7446,16,100,980,Female,Outer Regional Australia,28,2015,6,2
7447,13,110,830,Female,Very Remote Australia,27,2015,6,1
7449,11,100,673,Female,Outer Regional Australia,37,2015,6,2
7450,13,80,810,Female,Inner Regional Australia,60,2015,6,2
7451,12,70,720,Male,Major Cities of Australia,46,2015,6,2
7453,17,50,1035,Male,Major Cities of Australia,51,2015,6,2
7454,7,100,430,Male,Inner Regional Australia,40,2015,6,1
7455,10,50,654,Male,Major Cities of Australia,47,2015,6,2
7457,13,110,830,Female,Very Remote Australia,60,2015,6,1
7458,15,100,912,Female,Major Cities of Australia,50,2015,6,2
7459,10,80,608,Male,Major Cities of Australia,40,2015,6,2
7461,8,80,500,Male,Major Cities of Australia,58,2015,6,2
7462,15,100,930,Male,Inner Regional Australia,73,2015,6,2
7463,3,100,195,Male,Inner Regional Australia,53,2015,6,1
7464,9,110,580,Male,Inner Regional Australia,73,2015,6,2
7465,9,110,580,Female,Inner Regional Australia,72,2015,6,2
7467,11,100,673,Male,Outer Regional Australia,32,2015,6,2
7468,4,80,260,Male,Inner Regional Australia,42,2015,6,1
7469,0,50,58,Male,Inner Regional Australia,37,2015,6,1
7470,18,50,1120,Female,Major Cities of Australia,64,2015,6,1
7471,19,60,1160,Male,Inner Regional Australia,86,2015,6,1
7472,19,60,1148,Male,Remote Australia,47,2015,6,1
7473,0,60,3,Male,Inner Regional Australia,17,2015,6,1
7474,2,130,126,Male,Very Remote Australia,68,2015,6,1
7475,17,50,1050,Female,Major Cities of Australia,79,2015,6,1
7476,17,60,1060,Male,Major Cities of Australia,89,2015,6,1
7477,19,60,1170,Female,Major Cities of Australia,74,2015,6,2
7478,17,60,1020,Male,Major Cities of Australia,2,2015,6,1
7479,6,60,390,Male,Very Remote Australia,30,2015,6,1
7480,17,60,1072,Female,Inner Regional Australia,42,2015,6,1
7481,6,100,400,Male,Outer Regional Australia,43,2015,6,1
7482,19,110,1195,Male,Remote Australia,40,2015,6,2
7485,18,110,1130,Male,Inner Regional Australia,16,2015,6,2
7486,18,100,1090,Male,Inner Regional Australia,75,2015,6,1
7488,21,50,1300,Male,Major Cities of Australia,60,2015,6,1
7489,19,100,1184,Male,Outer Regional Australia,73,2015,6,2
7491,19,110,1179,Male,Outer Regional Australia,74,2015,6,1
7492,15,60,910,Female,Major Cities of Australia,88,2015,6,2
7493,17,100,1035,Male,Outer Regional Australia,24,2015,6,2
7494,23,60,1425,Male,Major Cities of Australia,16,2015,5,2
7495,21,100,1260,Male,Inner Regional Australia,16,2015,5,1
7498,19,60,1168,Female,Major Cities of Australia,21,2015,5,1
7499,1,80,105,Male,Inner Regional Australia,20,2015,5,2
7500,4,80,273,Female,Major Cities of Australia,18,2015,5,1
7501,23,50,1403,Male,Major Cities of Australia,18,2015,5,2
7502,0,80,5,Female,Major Cities of Australia,18,2015,5,2
7503,21,100,1300,Male,Inner Regional Australia,27,2015,5,1
7504,0,100,50,Male,Outer Regional Australia,31,2015,5,1
7507,23,90,1390,Male,Inner Regional Australia,38,2015,5,2
7508,0,80,5,Male,Major Cities of Australia,19,2015,5,2
7509,4,80,240,Male,Major Cities of Australia,47,2015,5,2
7510,18,100,1110,Male,Inner Regional Australia,78,2015,5,2
7511,19,100,1140,Female,Inner Regional Australia,20,2015,5,1
7512,0,60,53,Male,Major Cities of Australia,23,2015,5,1
7513,2,100,160,Female,Inner Regional Australia,29,2015,5,1
7514,23,100,1425,Male,Inner Regional Australia,37,2015,5,1
7515,2,60,130,Male,Major Cities of Australia,33,2015,5,1
7516,18,80,1080,Male,Major Cities of Australia,33,2015,5,2
7517,18,90,1093,Female,Outer Regional Australia,33,2015,5,1
7519,19,60,1140,Male,Major Cities of Australia,46,2015,5,2
7520,19,110,1180,Male,Inner Regional Australia,40,2015,5,1
7521,18,110,1116,Female,Inner Regional Australia,51,2015,5,2
7522,16,50,990,Female,Outer Regional Australia,82,2015,5,2
7523,14,100,886,Male,Inner Regional Australia,77,2015,5,2
7524,17,100,1035,Male,Inner Regional Australia,19,2015,5,2
7527,16,50,985,Male,Outer Regional Australia,23,2015,5,2
7528,12,110,732,Male,Inner Regional Australia,18,2015,5,1
7529,9,70,575,Male,Major Cities of Australia,22,2015,5,2
7530,17,100,1035,Female,Inner Regional Australia,18,2015,5,1
7532,10,100,611,Male,Inner Regional Australia,19,2015,5,2
7533,16,100,1005,Male,Inner Regional Australia,18,2015,5,2
7534,13,80,820,Female,Inner Regional Australia,17,2015,5,2
7535,9,110,571,Male,Remote Australia,18,2015,5,1
7536,15,110,945,Male,Outer Regional Australia,26,2015,5,2
7537,12,110,755,Male,Remote Australia,27,2015,5,1
7538,6,60,419,Male,Major Cities of Australia,56,2015,5,2
7539,16,100,966,Male,Outer Regional Australia,54,2015,5,1
7541,14,100,865,Male,Outer Regional Australia,54,2015,5,2
7542,15,100,920,Female,Inner Regional Australia,52,2015,5,2
7543,17,60,1065,Male,Major Cities of Australia,48,2015,5,1
7544,3,50,230,Male,Inner Regional Australia,31,2015,5,2
7546,12,50,753,Male,Major Cities of Australia,76,2015,5,2
7547,10,80,658,Male,Outer Regional Australia,82,2015,5,2
7548,17,60,1040,Female,Major Cities of Australia,82,2015,5,2
7549,11,50,700,Male,Outer Regional Australia,93,2015,5,2
7550,11,110,678,Male,Inner Regional Australia,39,2015,5,2
7551,14,110,845,Female,Very Remote Australia,14,2015,5,1
7552,16,100,975,Female,Inner Regional Australia,19,2015,5,2
7553,16,100,975,Female,Inner Regional Australia,18,2015,5,2
7554,16,100,970,Female,Major Cities of Australia,23,2015,5,2
7555,17,100,1030,Female,Major Cities of Australia,19,2015,5,2
7558,17,100,1020,Male,Remote Australia,33,2015,5,1
7560,7,60,466,Male,Major Cities of Australia,36,2015,5,2
7561,9,80,540,Female,Inner Regional Australia,32,2015,5,2
7562,13,100,820,Male,Outer Regional Australia,55,2015,5,1
7563,12,80,750,Male,Outer Regional Australia,49,2015,5,2
7564,16,100,960,Male,Remote Australia,54,2015,5,1
7565,14,80,865,Male,Outer Regional Australia,49,2015,5,2
7567,13,100,790,Male,Outer Regional Australia,50,2015,5,1
7568,12,110,720,Female,Outer Regional Australia,70,2015,5,2
7569,14,100,840,Male,Inner Regional Australia,73,2015,5,2
7571,9,90,580,Female,Major Cities of Australia,67,2015,5,2
7573,14,110,855,Male,Very Remote Australia,28,2015,5,1
7576,5,50,320,Male,Major Cities of Australia,59,2015,5,1
7577,3,80,205,Male,Inner Regional Australia,25,2015,5,1
7579,22,60,1350,Female,Outer Regional Australia,41,2015,5,1
7580,19,100,1165,Female,Outer Regional Australia,36,2015,5,1
7581,7,70,475,Female,Major Cities of Australia,30,2015,5,1
7582,9,40,547,Female,Major Cities of Australia,68,2015,5,1
7583,7,110,463,Male,Inner Regional Australia,72,2015,5,1
7584,17,60,1044,Male,Major Cities of Australia,67,2015,5,1
7585,2,50,179,Male,Remote Australia,21,2015,5,1
7586,4,80,280,Male,Inner Regional Australia,75,2015,5,1
7588,22,60,1335,Male,Inner Regional Australia,21,2015,5,1
7589,22,60,1335,Female,Inner Regional Australia,18,2015,5,1
7590,3,110,210,Male,Inner Regional Australia,65,2015,5,1
7591,23,90,1390,Male,Inner Regional Australia,56,2015,5,2
7592,11,100,710,Female,Inner Regional Australia,85,2015,5,2
7593,17,100,1035,Female,Inner Regional Australia,16,2015,5,1
7595,11,60,680,Female,Inner Regional Australia,86,2015,5,2
7599,21,100,1290,Female,Inner Regional Australia,18,2015,4,2
7601,19,100,1170,Male,Outer Regional Australia,21,2015,4,1
7602,23,80,1390,Male,Inner Regional Australia,21,2015,4,1
7604,18,100,1115,Male,Inner Regional Australia,27,2015,4,1
7606,19,80,1150,Male,Major Cities of Australia,23,2015,4,2
7607,18,100,1135,Male,Inner Regional Australia,17,2015,4,2
7608,18,100,1095,Female,Outer Regional Australia,24,2015,4,1
7611,0,50,1,Male,Major Cities of Australia,40,2015,4,2
7614,21,100,1295,Male,Outer Regional Australia,43,2015,4,1
7615,0,50,15,Male,Remote Australia,22,2015,4,1
7616,14,110,878,Female,Outer Regional Australia,88,2015,4,2
7617,9,60,541,Female,Major Cities of Australia,8,2015,4,1
7618,15,110,900,Female,Very Remote Australia,18,2015,4,1
7619,15,110,900,Male,Very Remote Australia,19,2015,4,1
7620,7,100,420,Male,Inner Regional Australia,17,2015,4,1
7621,6,100,375,Female,Inner Regional Australia,19,2015,4,1
7624,17,80,1045,Male,Major Cities of Australia,34,2015,4,2
7626,14,90,895,Male,Inner Regional Australia,56,2015,4,2
7627,7,80,465,Female,Outer Regional Australia,50,2015,4,1
7628,7,80,465,Male,Outer Regional Australia,54,2015,4,1
7629,12,60,763,Female,Major Cities of Australia,42,2015,4,2
7631,17,70,1050,Female,Major Cities of Australia,61,2015,4,2
7632,7,100,420,Male,Inner Regional Australia,44,2015,4,1
7633,10,80,623,Male,Major Cities of Australia,68,2015,4,1
7634,7,70,435,Male,Major Cities of Australia,16,2015,4,1
7635,17,90,1030,Male,Major Cities of Australia,9,2015,4,2
7636,17,90,1030,Female,Major Cities of Australia,8,2015,4,2
7637,8,60,522,Male,Major Cities of Australia,78,2015,4,1
7638,8,60,522,Female,Major Cities of Australia,78,2015,4,1
7640,12,80,765,Female,Major Cities of Australia,77,2015,4,2
7641,11,100,701,Male,Major Cities of Australia,91,2015,4,1
7642,11,100,701,Female,Major Cities of Australia,82,2015,4,1
7643,15,60,930,Female,Inner Regional Australia,86,2015,4,2
7645,14,100,875,Male,Inner Regional Australia,12,2015,4,2
7646,15,100,945,Female,Remote Australia,2,2015,4,1
7647,11,100,690,Male,Inner Regional Australia,20,2015,4,2
7648,15,100,915,Male,Inner Regional Australia,17,2015,4,2
7649,6,60,385,Male,Major Cities of Australia,24,2015,4,2
7650,10,60,615,Female,Inner Regional Australia,18,2015,4,1
7651,15,100,900,Male,Major Cities of Australia,23,2015,4,1
7652,7,60,420,Male,Major Cities of Australia,31,2015,4,2
7654,0,110,1,Female,Outer Regional Australia,27,2015,4,1
7655,15,100,915,Male,Inner Regional Australia,29,2015,4,2
7657,16,100,1005,Male,Inner Regional Australia,61,2015,4,2
7658,3,50,190,Male,Major Cities of Australia,59,2015,4,1
7659,7,50,425,Male,Outer Regional Australia,44,2015,4,1
7660,13,60,805,Male,Major Cities of Australia,61,2015,4,2
7661,16,100,990,Male,Inner Regional Australia,56,2015,4,2
7662,9,90,555,Female,Outer Regional Australia,57,2015,4,1
7663,13,100,795,Female,Inner Regional Australia,51,2015,4,1
7664,17,70,1045,Female,Outer Regional Australia,56,2015,4,2
7666,9,100,572,Female,Inner Regional Australia,73,2015,4,2
7667,9,110,570,Male,Remote Australia,33,2015,4,1
7668,11,100,690,Male,Inner Regional Australia,65,2015,4,2
7670,13,100,795,Male,Inner Regional Australia,76,2015,4,2
7671,23,50,1435,Male,Major Cities of Australia,59,2015,4,1
7674,18,80,1080,Male,Remote Australia,61,2015,4,1
7676,19,60,1165,Male,Major Cities of Australia,61,2015,4,1
7677,9,50,580,Female,Major Cities of Australia,61,2015,4,1
7679,17,70,1020,Male,Major Cities of Australia,36,2015,4,1
7680,12,80,764,Female,Major Cities of Australia,91,2015,4,1
7681,16,60,975,Male,Major Cities of Australia,13,2015,4,1
7686,16,50,960,Female,Major Cities of Australia,84,2015,4,1
7687,15,60,920,Male,Major Cities of Australia,65,2015,4,1
7688,19,60,1193,Female,Remote Australia,36,2015,4,2
7689,17,60,1045,Female,Major Cities of Australia,46,2015,4,2
7691,19,50,1160,Male,Major Cities of Australia,29,2015,4,2
7692,19,60,1185,Female,Major Cities of Australia,87,2015,4,1
7693,2,60,156,Male,Major Cities of Australia,23,2015,4,1
7696,23,110,1410,Female,Inner Regional Australia,22,2015,4,2
7700,22,80,1320,Female,Major Cities of Australia,15,2015,3,1
7701,20,100,1235,Male,Outer Regional Australia,23,2015,3,1
7702,3,110,215,Male,Outer Regional Australia,25,2015,3,1
7703,1,110,90,Male,Inner Regional Australia,22,2015,3,1
7704,4,80,255,Male,Major Cities of Australia,25,2015,3,1
7706,1,40,90,Male,Major Cities of Australia,17,2015,3,1
7707,0,60,10,Male,Inner Regional Australia,21,2015,3,1
7711,5,80,303,Male,Outer Regional Australia,40,2015,3,1
7712,4,100,280,Male,Major Cities of Australia,57,2015,3,2
7713,4,100,280,Male,Major Cities of Australia,62,2015,3,2
7714,5,40,345,Male,Outer Regional Australia,42,2015,3,1
7715,18,100,1120,Male,Inner Regional Australia,46,2015,3,1
7716,22,100,1320,Male,Inner Regional Australia,44,2015,3,1
7717,5,110,300,Male,Major Cities of Australia,46,2015,3,1
7718,18,100,1120,Female,Inner Regional Australia,64,2015,3,1
7719,19,100,1185,Male,Remote Australia,27,2015,3,2
7720,20,60,1215,Male,Major Cities of Australia,28,2015,3,1
7721,2,110,150,Male,Very Remote Australia,38,2015,3,1
7722,18,60,1080,Male,Major Cities of Australia,42,2015,3,2
7724,1,60,105,Male,Inner Regional Australia,48,2015,3,1
7725,10,100,600,Female,Outer Regional Australia,13,2015,3,1
7726,8,100,528,Male,Major Cities of Australia,21,2015,3,2
7727,8,80,525,Male,Inner Regional Australia,23,2015,3,2
7728,15,110,930,Female,Very Remote Australia,19,2015,3,1
7730,6,90,366,Female,Inner Regional Australia,35,2015,3,2
7735,12,80,720,Male,Outer Regional Australia,47,2015,3,2
7736,12,80,720,Female,Outer Regional Australia,42,2015,3,2
7737,8,60,505,Male,Major Cities of Australia,47,2015,3,2
7739,8,100,509,Male,Outer Regional Australia,40,2015,3,1
7741,10,100,615,Male,Inner Regional Australia,45,2015,3,1
7745,15,110,930,Male,Very Remote Australia,54,2015,3,1
7749,14,100,855,Male,Inner Regional Australia,19,2015,3,1
7750,9,80,565,Female,Inner Regional Australia,17,2015,3,2
7751,13,50,780,Male,Major Cities of Australia,22,2015,3,2
7752,14,100,855,Female,Inner Regional Australia,34,2015,3,1
7753,15,80,900,Male,Major Cities of Australia,28,2015,3,2
7754,6,60,393,Male,Major Cities of Australia,27,2015,3,2
7755,10,100,655,Male,Inner Regional Australia,37,2015,3,2
7756,11,70,671,Male,Major Cities of Australia,28,2015,3,2
7757,16,80,960,Male,Outer Regional Australia,27,2015,3,1
7758,14,60,840,Female,Major Cities of Australia,47,2015,3,2
7759,8,80,495,Male,Outer Regional Australia,52,2015,3,1
7760,12,60,775,Female,Major Cities of Australia,51,2015,3,2
7761,21,60,1270,Male,Major Cities of Australia,45,2015,3,1
7763,21,100,1280,Male,Major Cities of Australia,47,2015,3,1
7764,10,110,645,Female,Major Cities of Australia,60,2015,3,2
7765,11,70,671,Male,Major Cities of Australia,47,2015,3,2
7767,10,100,645,Female,Inner Regional Australia,55,2015,3,2
7768,14,100,890,Female,Inner Regional Australia,44,2015,3,1
7770,9,100,590,Female,Inner Regional Australia,27,2015,3,1
7771,10,80,628,Male,Remote Australia,32,2015,3,2
7773,20,70,1233,Male,Major Cities of Australia,88,2015,3,1
7774,3,110,229,Male,Inner Regional Australia,25,2015,3,1
7775,22,130,1347,Male,Very Remote Australia,22,2015,3,1
7777,20,20,1210,Male,Outer Regional Australia,37,2015,3,1
7778,19,60,1190,Male,Major Cities of Australia,67,2015,3,2
7779,6,80,390,Male,Major Cities of Australia,28,2015,3,1
7780,13,60,815,Male,Major Cities of Australia,84,2015,3,1
7781,16,60,990,Male,Major Cities of Australia,87,2015,3,1
7782,11,50,669,Female,Major Cities of Australia,88,2015,3,1
7783,7,50,450,Male,Inner Regional Australia,94,2015,3,1
7784,8,50,480,Female,Major Cities of Australia,90,2015,3,1
7785,16,80,965,Male,Inner Regional Australia,12,2015,3,1
7786,5,70,345,Male,Major Cities of Australia,65,2015,3,2
7787,14,60,865,Male,Major Cities of Australia,34,2015,3,1
7788,10,50,635,Male,Major Cities of Australia,60,2015,3,1
7789,9,70,598,Male,Major Cities of Australia,54,2015,3,1
7790,7,40,430,Male,Inner Regional Australia,71,2015,3,1
7791,10,110,645,Male,Inner Regional Australia,83,2015,3,2
7795,23,100,1430,Female,Inner Regional Australia,29,2015,3,1
7796,10,110,645,Female,Major Cities of Australia,2,2015,3,2
7798,5,100,317,Male,Inner Regional Australia,25,2015,2,2
7799,21,110,1280,Female,Very Remote Australia,22,2015,2,1
7800,21,110,1280,Male,Very Remote Australia,25,2015,2,1
7801,19,100,1180,Male,Inner Regional Australia,17,2015,2,2
7802,23,110,1390,Male,Inner Regional Australia,39,2015,2,1
7803,18,50,1080,Male,Major Cities of Australia,32,2015,2,2
7804,22,80,1340,Male,Very Remote Australia,26,2015,2,1
7805,19,80,1180,Female,Major Cities of Australia,50,2015,2,1
7807,18,60,1125,Male,Major Cities of Australia,77,2015,2,2
7808,18,100,1130,Male,Inner Regional Australia,30,2015,2,1
7809,5,110,350,Male,Outer Regional Australia,25,2015,2,2
7810,5,110,350,Female,Outer Regional Australia,19,2015,2,2
7811,20,70,1250,Male,Inner Regional Australia,25,2015,2,2
7812,1,50,112,Male,Major Cities of Australia,29,2015,2,2
7813,5,110,300,Male,Outer Regional Australia,54,2015,2,1
7814,2,60,150,Female,Major Cities of Australia,28,2015,2,1
7815,6,100,400,Male,Outer Regional Australia,0,2015,2,1
7816,6,100,400,Male,Outer Regional Australia,39,2015,2,1
7817,6,100,400,Female,Outer Regional Australia,29,2015,2,1
7818,8,80,510,Male,Major Cities of Australia,31,2015,2,1
7820,11,110,679,Male,Outer Regional Australia,55,2015,2,1
7821,12,110,750,Female,Very Remote Australia,60,2015,2,1
7822,15,70,900,Female,Outer Regional Australia,49,2015,2,1
7823,15,70,900,Male,Outer Regional Australia,49,2015,2,1
7826,11,100,671,Male,Outer Regional Australia,57,2015,2,1
7827,12,80,725,Male,Major Cities of Australia,65,2015,2,1
7828,14,80,855,Male,Inner Regional Australia,67,2015,2,2
7829,9,50,563,Female,Major Cities of Australia,79,2015,2,1
7830,14,110,862,Female,Outer Regional Australia,78,2015,2,2
7831,11,60,710,Male,Inner Regional Australia,88,2015,2,1
7832,10,60,635,Female,Major Cities of Australia,93,2015,2,2
7834,6,100,360,Male,Major Cities of Australia,23,2015,2,2
7835,9,50,599,Male,Major Cities of Australia,35,2015,2,2
7837,16,40,965,Male,Major Cities of Australia,26,2015,2,2
7838,14,100,870,Male,Remote Australia,36,2015,2,1
7840,10,100,620,Female,Outer Regional Australia,33,2015,2,1
7841,12,100,750,Male,Very Remote Australia,56,2015,2,1
7842,16,60,970,Male,Major Cities of Australia,61,2015,2,2
7843,12,40,772,Male,Major Cities of Australia,43,2015,2,1
7844,23,50,1402,Male,Major Cities of Australia,42,2015,2,1
7845,5,100,315,Female,Inner Regional Australia,64,2015,2,2
7846,7,100,470,Male,Outer Regional Australia,45,2015,2,2
7847,14,80,899,Male,Outer Regional Australia,64,2015,2,2
7849,14,70,840,Male,Major Cities of Australia,53,2015,2,1
7850,10,60,640,Male,Inner Regional Australia,70,2015,2,2
7852,10,100,634,Male,Inner Regional Australia,65,2015,2,2
7854,1,80,108,Male,Major Cities of Australia,46,2015,2,1
7855,12,110,722,Male,Major Cities of Australia,72,2015,2,1
7856,14,50,890,Female,Inner Regional Australia,88,2015,2,1
7857,7,50,440,Male,Major Cities of Australia,86,2015,2,1
7858,11,50,705,Female,Major Cities of Australia,83,2015,2,1
7859,6,40,376,Female,Major Cities of Australia,23,2015,2,1
7860,10,60,650,Male,Inner Regional Australia,29,2015,2,1
7862,6,80,360,Male,Major Cities of Australia,45,2015,2,2
7864,3,100,210,Male,Inner Regional Australia,49,2015,2,1
7865,23,110,1435,Female,Outer Regional Australia,26,2015,2,2
7866,8,100,490,Male,Outer Regional Australia,65,2015,2,1
7867,16,100,965,Female,Major Cities of Australia,23,2015,2,2
7869,0,100,43,Male,Outer Regional Australia,22,2015,1,1
7872,18,50,1095,Male,Inner Regional Australia,20,2015,1,2
7873,0,80,55,Male,Inner Regional Australia,18,2015,1,1
7875,19,110,1185,Male,Very Remote Australia,32,2015,1,1
7876,0,60,16,Male,Major Cities of Australia,29,2015,1,1
7877,21,100,1260,Male,Outer Regional Australia,36,2015,1,1
7878,3,100,228,Male,Outer Regional Australia,31,2015,1,1
7879,3,80,210,Male,Outer Regional Australia,26,2015,1,1
7880,23,40,1439,Male,Inner Regional Australia,40,2015,1,1
7881,22,70,1340,Male,Major Cities of Australia,56,2015,1,2
7882,18,100,1105,Male,Inner Regional Australia,20,2015,1,2
7883,23,50,1415,Male,Inner Regional Australia,22,2015,1,2
7885,5,60,334,Male,Inner Regional Australia,21,2015,1,1
7888,3,60,192,Female,Major Cities of Australia,28,2015,1,1
7889,19,100,1148,Female,Inner Regional Australia,26,2015,1,2
7891,18,100,1084,Male,Major Cities of Australia,38,2015,1,2
7892,22,110,1330,Male,Inner Regional Australia,49,2015,1,1
7893,23,110,1380,Male,Inner Regional Australia,53,2015,1,1
7894,2,100,140,Male,Major Cities of Australia,50,2015,1,2
7895,11,50,660,Female,Outer Regional Australia,89,2015,1,2
7896,15,100,930,Male,Remote Australia,7,2015,1,1
7897,6,100,370,Male,Inner Regional Australia,27,2015,1,2
7898,14,100,872,Male,Inner Regional Australia,33,2015,1,1
7899,14,70,872,Male,Major Cities of Australia,51,2015,1,2
7901,10,100,630,Male,Outer Regional Australia,52,2015,1,2
7902,10,100,630,Female,Outer Regional Australia,47,2015,1,2
7903,15,80,910,Male,Major Cities of Australia,53,2015,1,1
7905,17,80,1070,Female,Major Cities of Australia,47,2015,1,2
7906,11,100,710,Male,Outer Regional Australia,43,2015,1,2
7907,12,60,750,Male,Inner Regional Australia,43,2015,1,2
7908,14,50,861,Male,Major Cities of Australia,41,2015,1,1
7909,9,110,550,Female,Outer Regional Australia,60,2015,1,2
7910,9,110,550,Male,Outer Regional Australia,60,2015,1,2
7911,15,110,925,Female,Inner Regional Australia,73,2015,1,2
7912,12,100,760,Female,Outer Regional Australia,81,2015,1,1
7913,12,110,729,Male,Inner Regional Australia,84,2015,1,2
